index,category,subcategory,premise,knowledge,question,question_text,options,value_answer,option_answer,author,GPT3Pred
1426,non_numerical,population_growth,It is observed that there has been an increase in people at Tempe recently.,A region's population grows either by birth or immigration.,"{'question_text': 'Wha could be reason for increase in population?', 'options': [{'A': 'divorce'}, {'B': 'consumption of food'}, {'C': 'death'}, {'D': 'immigration'}], 'value_answer': ['immigration'], 'option_answer': ['D'], 'other': {}}",Wha could be reason for increase in population?,"[{'A': 'divorce'}, {'B': 'consumption of food'}, {'C': 'death'}, {'D': 'immigration'}]",['immigration'],['D'],Saurabh,"[divorce, immigration]"
870,change_with_action,adding_components,Jacob's electricity consumption was 161 units for last month. This month Jacob has installed 2 air conditioners.,Adding components increases the electricity bill,"{'question_text': ""What could be Jacob's electricity consumption this month?"", 'options': [{'A': 190}, {'B': 200}, {'C': 140}, {'D': 160}, {'E': 'None'}], 'value_answer': [190, 200], 'option_answer': ['A', 'B'], 'other': {'given_value': 161, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be Jacob's electricity consumption this month?,"[{'A': 190}, {'B': 200}, {'C': 140}, {'D': 160}, {'E': 'None'}]","[190, 200]","['A', 'B']",Neeraj,"[190, 200]"
182,attribute_comparison,water_and_cotton,Jordan fills one box with cotton and a box pof same size with water. The box with cotton weighted 30 pounds.,Water is heavier than cotton,"{'question_text': 'What could be the weight of the water box?', 'options': [{'A': 20}, {'B': 25}, {'C': 30}, {'D': 35}, {'E': 'None'}], 'value_answer': [35], 'option_answer': ['D'], 'other': {'given_value': 30, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the weight of the water box?,"[{'A': 20}, {'B': 25}, {'C': 30}, {'D': 35}, {'E': 'None'}]",[35],['D'],Neeraj,"[20, 25, 30, 35]"
750,attribute_comparison,capacitors_series_and_parallel,Justin placed capacitors in parallel to work with the AC drive voltage to allow more time to charge and discharge. Justin modified the arrangement of the capacitors to charge and discharge quickly to keep in open circuit mode. The capacitance of the circuit before altering is 41 units.,Capacitors in parallel connections result in additive values while series connections result in diminished values.,"{'question_text': 'What could be the capacitance of the circuit after rearrangement?', 'options': [{'A': 38}, {'B': 41}, {'C': 37}, {'D': 45}], 'value_answer': [38, 37], 'option_answer': ['A', 'C'], 'other': {'given_value': 41, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the capacitance of the circuit after rearrangement?,"[{'A': 38}, {'B': 41}, {'C': 37}, {'D': 45}]","[38, 37]","['A', 'C']",Sivapriya,"[37, 38, 41, 45]"
1077,implicit_numerical_knowledge,legs,Today Leonardo went to temple with his father for the first time. He noticed people leave their shoes outside the temple. And there were at least 22 shoes outside the temple.,A human usually has 2 legs,"{'question_text': 'How many people could be there in the temple in total?', 'options': [{'A': 7}, {'B': 14}, {'C': 13}, {'D': 6}], 'value_answer': [14, 13], 'option_answer': ['B', 'C'], 'other': {'given_value': 11, 'more_is_correct_flag': True, 'equal_is_correct_flag': True}}",How many people could be there in the temple in total?,"[{'A': 7}, {'B': 14}, {'C': 13}, {'D': 6}]","[14, 13]","['B', 'C']",Neeraj,"[7, 14, 13, 6]"
1054,implicit_numerical_knowledge,decade,John's son Brandon has been in politics for 2 decades now.,A decade has 10 years,"{'question_text': 'How many years could Brandon have spent in politics?', 'options': [{'A': 20}, {'B': 21}, {'C': 25}, {'D': 12}, {'E': 'None'}], 'value_answer': [20, 21, 25], 'option_answer': ['A', 'B', 'C'], 'other': {'given_value': 20, 'more_is_correct_flag': True, 'equal_is_correct_flag': True}}",How many years could Brandon have spent in politics?,"[{'A': 20}, {'B': 21}, {'C': 25}, {'D': 12}, {'E': 'None'}]","[20, 21, 25]","['A', 'B', 'C']",Neeraj,"[20, 21, 25]"
777,attribute_comparison,force_and_spring,Isaac stretched two similar rubber bands where the first rubber band is stretched with more force compared to the second one. The length of the first rubber band is 31 meters.,The magnitude of the force required to change the length of a spring-like object is directly proportional to the spring constant and the displacement of the spring.,"{'question_text': 'What could be the length of the other rubber band?', 'options': [{'A': 26}, {'B': 31}, {'C': 29}, {'D': 35}], 'value_answer': [26, 29], 'option_answer': ['A', 'C'], 'other': {'given_value': 31, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the length of the other rubber band?,"[{'A': 26}, {'B': 31}, {'C': 29}, {'D': 35}]","[26, 29]","['A', 'C']",Sivapriya,"[26, 29]"
263,attribute_comparison,temperature_and_weather ,Tyler's job is in a far more colder place than where his friend stays. The temperature yesterday dropped to 121 celsius in the city where Tyler lives.,Colder weather means lower temperature.,"{'question_text': ""What could be the temperature in the city where Tyler's friend stays?"", 'options': [{'A': 119}, {'B': 123}, {'C': 128}, {'D': 112}], 'value_answer': [119, 112], 'option_answer': ['A', 'D'], 'other': {'given_value': 121, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the temperature in the city where Tyler's friend stays?,"[{'A': 119}, {'B': 123}, {'C': 128}, {'D': 112}]","[119, 112]","['A', 'D']",Kevin,"[119, 123]"
360,attribute_comparison,cylinder_and_volume,Joel's has two cylindrical shaped bottles with same height. Radius of the bottle having lower volume is 10 meters.,Volume of the cylinder is directly proportional to radius.,"{'question_text': 'What could be the radius of the other bottle ?', 'options': [{'A': 5}, {'B': 14}, {'C': 7}, {'D': 9}, {'E': 'None'}], 'value_answer': [14], 'option_answer': ['B'], 'other': {'given_value': 10, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the radius of the other bottle ?,"[{'A': 5}, {'B': 14}, {'C': 7}, {'D': 9}, {'E': 'None'}]",[14],['B'],Saurabh,"[14, 9]"
1203,non_numerical,light_and_brightness,Judah was watching TV when there was a major power cut. He finds an object that generated light in the dark.,Illuminating devices/objects can generate light.,"{'question_text': 'What could be the object used by Judah to generate light?', 'options': [{'A': 'Candle'}, {'B': 'Emergency lamp'}, {'C': 'Pen'}, {'D': 'Pencil'}], 'value_answer': ['Candle', 'Emergency lamp'], 'option_answer': ['A', 'B'], 'other': {}}",What could be the object used by Judah to generate light?,"[{'A': 'Candle'}, {'B': 'Emergency lamp'}, {'C': 'Pen'}, {'D': 'Pencil'}]","['Candle', 'Emergency lamp']","['A', 'B']",Kevin,"[{'A': 'Candle'}, {'B': 'Emergency lamp'}]"
1282,non_numerical_sg,airplane_eng,"A plane began it's journey, there was some technical isuue on the plane because of which except one engine, all the other engines failed, still plane landed safely.",An airplane with multiple engines can even run on 1 engine,"{'question_text': 'What could be the number of working engines in the plane?', 'options': [{'A': '0'}, {'B': '1'}, {'C': '2'}, {'D': '3'}], 'value_answer': ['1', '2', '3'], 'option_answer': ['B', 'C', 'D'], 'other': {}}",What could be the number of working engines in the plane?,"[{'A': '0'}, {'B': '1'}, {'C': '2'}, {'D': '3'}]","['1', '2', '3']","['B', 'C', 'D']",Sidharth,[1]
611,attribute_comparison,solubility_and_gas,Alan wanted to know the solubility of two different gases at two different temperature. The solubility of a gas at lower temperature is 31 units.,The solubility of the gas in a solvent is inversely proportional to temperature.,"{'question_text': 'What could be the solubility of the other gas?', 'options': [{'A': 32}, {'B': 34}, {'C': 33}, {'D': 27}, {'E': 'None'}], 'value_answer': [27], 'option_answer': ['D'], 'other': {'given_value': 31, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the solubility of the other gas?,"[{'A': 32}, {'B': 34}, {'C': 33}, {'D': 27}, {'E': 'None'}]",[27],['D'],Yamini,"[32, 33]"
906,change_with_action,cut_items,Logan had 10 apples and he shared some of them with his sister.,When something is eaten its quantity reduces,"{'question_text': 'How much apples Logan could be having now?', 'options': [{'A': 4}, {'B': 10}, {'C': 13}, {'D': 7}, {'E': 'None'}], 'value_answer': [4, 7], 'option_answer': ['A', 'D'], 'other': {'given_value': 10, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",How much apples Logan could be having now?,"[{'A': 4}, {'B': 10}, {'C': 13}, {'D': 7}, {'E': 'None'}]","[4, 7]","['A', 'D']",Neeraj,"[4, 7, 10]"
1437,non_numerical,spider,Carson saw an animal crawling on his arm. He got scared and threw the animal away and noticed that it has more than 6 legs.,"Animals like spider, scorpion and tick have 8 legs.","{'question_text': 'What could the animal be?', 'options': [{'A': 'spider'}, {'B': 'dog'}, {'C': 'scorpion'}, {'D': 'cat'}], 'value_answer': ['spider', 'scorpion'], 'option_answer': ['A', 'C'], 'other': {}}",What could the animal be?,"[{'A': 'spider'}, {'B': 'dog'}, {'C': 'scorpion'}, {'D': 'cat'}]","['spider', 'scorpion']","['A', 'C']",Saurabh,"[{'A': 'spider'}, {'C': 'scorpion'}]"
231,attribute_comparison,sibling_relationship,Edward's elder brother recenetly turned 33 years old this year.,Elder sibling is older than younger sibling.,"{'question_text': 'What could be the age of Edward this year?', 'options': [{'A': 30}, {'B': 35}, {'C': 28}, {'D': 36}], 'value_answer': [30, 28], 'option_answer': ['A', 'C'], 'other': {'given_value': 33, 'more_is_correct_flag': False, 'equal_is_correct_flag': True}}",What could be the age of Edward this year?,"[{'A': 30}, {'B': 35}, {'C': 28}, {'D': 36}]","[30, 28]","['A', 'C']",Kevin,"[30, 35, 36]"
675,attribute_comparison,eyes,Bennett and his friend use spctacles because both of them have week eyes. He wears a spectacle of 1 power and his eyes are more debilitating compared to his friend's eyes.,People with higher power of spectacles have weak eyes as compared to people with low power of spectacles.,"{'question_text': 'What could be the power of spectacles of his friend?', 'options': [{'A': 3}, {'B': 1}, {'C': 0}, {'D': 2}], 'value_answer': [0], 'option_answer': ['C'], 'other': {'given_value': 1, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the power of spectacles of his friend?,"[{'A': 3}, {'B': 1}, {'C': 0}, {'D': 2}]",[0],['C'],Sidharth,"[3, 0]"
1001,implicit_numerical_knowledge,cards,"While playing with friends, Carlos got angry tore cards from 2 decks.","In a deck of cards, there are 52 cards","{'question_text': 'How many cards could Carlos tear?', 'options': [{'A': 104}, {'B': 114}, {'C': 95}, {'D': 105}, {'E': 'None'}], 'value_answer': [104, 95], 'option_answer': ['A', 'C'], 'other': {'given_value': 104, 'more_is_correct_flag': False, 'equal_is_correct_flag': True}}",How many cards could Carlos tear?,"[{'A': 104}, {'B': 114}, {'C': 95}, {'D': 105}, {'E': 'None'}]","[104, 95]","['A', 'C']",Neeraj,"[104, 105]"
1544,non_numerical,equilateral_triangle_sides,Nicolas was solving a question on equilateral triangle. It was given that the length of two sides of the triangle are same.,The sides of equilateral triangles are equal.,"{'question_text': 'What could be the length of the third side in comparison to the other two sides?', 'options': [{'A': 'Greater'}, {'B': 'Lesser'}, {'C': 'None'}, {'D': 'Equal'}], 'value_answer': ['Equal'], 'option_answer': ['D'], 'other': {}}",What could be the length of the third side in comparison to the other two sides?,"[{'A': 'Greater'}, {'B': 'Lesser'}, {'C': 'None'}, {'D': 'Equal'}]",['Equal'],['D'],Sidharth,[D]
523,attribute_comparison,diffusion_and_mass,Samuel is studying the graham's law by filling containers with two different gases of different masses. The rate of diffusion of gas when mass is higher is 68 units.,The rate of diffusion is inversely proportional to the molar mass.,"{'question_text': 'What could be the rate of diffusion of other gas?', 'options': [{'A': 64}, {'B': 69}, {'C': 61}, {'D': 72}, {'E': 'None'}], 'value_answer': [69, 72], 'option_answer': ['B', 'D'], 'other': {'given_value': 68, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the rate of diffusion of other gas?,"[{'A': 64}, {'B': 69}, {'C': 61}, {'D': 72}, {'E': 'None'}]","[69, 72]","['B', 'D']",Yamini,"[64, 61, 72]"
1081,implicit_numerical_knowledge,quarter,Aaron is collecting only quarters. He could not manage to collect 12 dollars from these quarters.,4 quarters make 1 dollar,"{'question_text': 'How many quarters could Aaron have collected?', 'options': [{'A': 48}, {'B': 45}, {'C': 43}, {'D': 30}, {'E': 'None'}], 'value_answer': [45, 43, 30], 'option_answer': ['B', 'C', 'D'], 'other': {'given_value': 48, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",How many quarters could Aaron have collected?,"[{'A': 48}, {'B': 45}, {'C': 43}, {'D': 30}, {'E': 'None'}]","[45, 43, 30]","['B', 'C', 'D']",Neeraj,"[48, 45, 43, 30]"
929,change_with_action,moving_components,A dock in New York has 34 crates and another dock in California has 28 crates.,Number of items that can be moved is less than or equal to the total number of items present,"{'question_text': 'How many crates can be moved the California dock?', 'options': [{'A': 31}, {'B': 25}, {'C': 28}, {'D': 24}], 'value_answer': [25, 28, 24], 'option_answer': ['B', 'C', 'D'], 'other': {'given_value': 28, 'more_is_correct_flag': False, 'equal_is_correct_flag': True}}",How many crates can be moved the California dock?,"[{'A': 31}, {'B': 25}, {'C': 28}, {'D': 24}]","[25, 28, 24]","['B', 'C', 'D']",Neeraj,"[25, 28]"
647,attribute_comparison,viscosity_and_temperature_gas,"To understand the effect of viscosity on the kinetic theory of gases, Evan was testing it with two gases. The viscosity of the gas with higher temperature is 48 units.",The viscosity of gases increases with an increase in temperature.,"{'question_text': 'What could be the viscosity of the other gas?', 'options': [{'A': 53}, {'B': 43}, {'C': 49}, {'D': 47}, {'E': 'None'}], 'value_answer': [43, 47], 'option_answer': ['B', 'D'], 'other': {'given_value': 48, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the viscosity of the other gas?,"[{'A': 53}, {'B': 43}, {'C': 49}, {'D': 47}, {'E': 'None'}]","[43, 47]","['B', 'D']",Yamini,"[53, 49]"
