index,category,subcategory,premise,knowledge,question,question_text,options,value_answer,option_answer,author,GPT3Pred,TotalRes,Matches,GPT3Pred2List,ProbableFPLenth,FalsePositives
942,change_with_action,selling,Jude organized a sale and sold a total of 371 items at a maximum price of 1 USD each.,Selling something reduces its quantity,"{'question_text': 'How much money Jude could have made from the garage sale?', 'options': [{'A': 340}, {'B': 370}, {'C': 390}, {'D': 350}], 'value_answer': [340, 370, 350], 'option_answer': ['A', 'B', 'D'], 'other': {'given_value': 371, 'more_is_correct_flag': False, 'equal_is_correct_flag': True}}",How much money Jude could have made from the garage sale?,"[{'A': 340}, {'B': 370}, {'C': 390}, {'D': 350}]","['340', '370', '350']","['A', 'B', 'D']",Neeraj,"[340, 370]",3,2,"['340', '370']",2,-1
791,attribute_comparison,low_pass_filter,Jude has a set of meetings with speaker systems where a low pass filter is required to direct low frequency low signals to larger low speakers and reduce any high frequency noise. The cutoff frequency for the filter used is 54 units.,A low pass filter allows the signal that has a frequency below the cut-off frequency.,"{'question_text': 'What could be the frequency of the output signal?', 'options': [{'A': 52}, {'B': 55}, {'C': 54}, {'D': 56}, {'E': 'None'}], 'value_answer': [52, 54], 'option_answer': ['A', 'C'], 'other': {'given_value': 54, 'more_is_correct_flag': False, 'equal_is_correct_flag': True}}",What could be the frequency of the output signal?,"[{'A': 52}, {'B': 55}, {'C': 54}, {'D': 56}, {'E': 'None'}]","['52', '54']","['A', 'C']",Sivapriya,"[52, 55, 54, 56]",2,2,"['52', '55', '54', '56']",4,2
473,attribute_comparison,height_paint_wall,Henry recently started his part time job as a painter. Henry was being called to his customer's apartment to repaint the two walls in the master bedroom. Both walls have equal width but different height. A wall that has a less height required 20 volume of paint.,Volume of paint required is directly proportional to height of the wall.,"{'question_text': 'What could be the volume of paint Henry requires to paint the other wall?', 'options': [{'A': 16}, {'B': 25}, {'C': 26}, {'D': 12}, {'E': 'None'}], 'value_answer': [25, 26], 'option_answer': ['B', 'C'], 'other': {'given_value': 20, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the volume of paint Henry requires to paint the other wall?,"[{'A': 16}, {'B': 25}, {'C': 26}, {'D': 12}, {'E': 'None'}]","['25', '26']","['B', 'C']",Saurabh,"[25, 26]",2,2,"['25', '26']",2,0
51,attribute_comparison,direct_comparison,Parker studied about two planets A and B. 34 units is the radius of planet A and is bigger in radius than planet B.,Smaller planet has a smaller radius in comparison to a larger planet,"{'question_text': 'What could be the radius of planet B?', 'options': [{'A': 32}, {'B': 34}, {'C': 29}, {'D': 33}, {'E': 'None'}], 'value_answer': [32, 29, 33], 'option_answer': ['A', 'C', 'D'], 'other': {'given_value': 34, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the radius of planet B?,"[{'A': 32}, {'B': 34}, {'C': 29}, {'D': 33}, {'E': 'None'}]","['32', '29', '33']","['A', 'C', 'D']",Neeraj,"[32, 34, 29, 33]",3,3,"['32', '34', '29', '33']",4,1
480,attribute_comparison,width_paint_wall,A restaurant hired a painter to paint two walls in the dining hall. The name of the painter is Jacob. The painter painted the wall which is less wide which required 18 volume of paint.,Volume of paint required is directly proportional to height of the wall.,"{'question_text': 'What could be the volume of paint Jacob requires to paint the other wall?', 'options': [{'A': 20}, {'B': 26}, {'C': 12}, {'D': 14}, {'E': 'None'}], 'value_answer': [20, 26], 'option_answer': ['A', 'B'], 'other': {'given_value': 18, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the volume of paint Jacob requires to paint the other wall?,"[{'A': 20}, {'B': 26}, {'C': 12}, {'D': 14}, {'E': 'None'}]","['20', '26']","['A', 'B']",Saurabh,"[20, 26]",2,2,"['20', '26']",2,0
735,attribute_comparison,TIR_and_critical_angle,Cameron wanted to observe the total internal reflection by the rays of light incident at an angle in the glass. The critical angle of this glass-air interface is 49 units.,"When a light goes from a denser medium to a less dense medium, as the angle of incidence exceeds the critical angle, the ray reflects the denser medium. This process is called total internal reflection.","{'question_text': 'What could be the angle of incidence of the light ray at the glass-air interface?', 'options': [{'A': 48}, {'B': 46}, {'C': 51}, {'D': 47}, {'E': 'None'}], 'value_answer': [51], 'option_answer': ['C'], 'other': {'given_value': 49, 'more_is_correct_flag': True, 'equal_is_correct_flag': True}}",What could be the angle of incidence of the light ray at the glass-air interface?,"[{'A': 48}, {'B': 46}, {'C': 51}, {'D': 47}, {'E': 'None'}]",['51'],['C'],Sivapriya,"[48, 46, 51, 47]",1,1,"['48', '46', '51', '47']",4,3
193,attribute_comparison,addition_knowledge,The recent football match witnessed the winning team scoring 85 runs.,The sum of two operands is greater than or equal to the largest operand.,"{'question_text': 'What could have been the total runs scored by both teams?', 'options': [{'A': 90}, {'B': 67}, {'C': 100}, {'D': 129}], 'value_answer': [90, 100, 129], 'option_answer': ['A', 'C', 'D'], 'other': {'given_value': 85, 'more_is_correct_flag': True, 'equal_is_correct_flag': True}}",What could have been the total runs scored by both teams?,"[{'A': 90}, {'B': 67}, {'C': 100}, {'D': 129}]","['90', '100', '129']","['A', 'C', 'D']",Kevin,"[90, 100]",3,2,"['90', '100']",2,-1
367,attribute_comparison,density_and_height_submerged,Charles saw two objects floating on the water. One of the object that had higher density was submerged 16 meters in the water.,Submerged height of a floating object is directly proportional to density,"{'question_text': 'What could be the submerged height of the other object ?', 'options': [{'A': 23}, {'B': 11}, {'C': 10}, {'D': 22}], 'value_answer': [11, 10], 'option_answer': ['B', 'C'], 'other': {'given_value': 16, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the submerged height of the other object ?,"[{'A': 23}, {'B': 11}, {'C': 10}, {'D': 22}]","['11', '10']","['B', 'C']",Saurabh,"[10, 22]",2,1,"['10', '22']",2,0
339,attribute_comparison,ball_time_height,Nathan and his brother were observing how time taken is related to the height from which it is dropped. They dropped the balls from different height. A ball that took more time to reach the ground is dropped from a 50 meters.,Time taken by the ball to hit the ground is directly proportional to the height from which the ball is dropped.,"{'question_text': 'What could be the height from which the other ball could have been dropped?', 'options': [{'A': 47}, {'B': 51}, {'C': 46}, {'D': 45}, {'E': 'None'}], 'value_answer': [47, 46, 45], 'option_answer': ['A', 'C', 'D'], 'other': {'given_value': 50, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the height from which the other ball could have been dropped?,"[{'A': 47}, {'B': 51}, {'C': 46}, {'D': 45}, {'E': 'None'}]","['47', '46', '45']","['A', 'C', 'D']",Saurabh,"[47, 51]",3,1,"['47', '51']",2,-1
1028,implicit_numerical_knowledge,chess,Charles started painting all the squares of a chess board with pink color.,A chess board has 64 squares,"{'question_text': 'In an hour, how many squares Charles could have painted?', 'options': [{'A': 72}, {'B': 52}, {'C': 64}, {'D': 60}, {'E': 'None'}], 'value_answer': [52, 64, 60], 'option_answer': ['B', 'C', 'D'], 'other': {'given_value': 64, 'more_is_correct_flag': False, 'equal_is_correct_flag': True}}","In an hour, how many squares Charles could have painted?","[{'A': 72}, {'B': 52}, {'C': 64}, {'D': 60}, {'E': 'None'}]","['52', '64', '60']","['B', 'C', 'D']",Neeraj,"[64, 60]",3,2,"['64', '60']",2,-1
1564,non_numerical,triangle_sides,"In an inter school mathematical competition, Benjamin was given many shapes and was asked to identify all the triangles among those shaps.",A triangle has three sides.,"{'question_text': 'What could be the number of sides of the selected shape?', 'options': [{'A': 'zero'}, {'B': 'five'}, {'C': 'two'}, {'D': 'three'}], 'value_answer': ['three'], 'option_answer': ['D'], 'other': {}}",What could be the number of sides of the selected shape?,"[{'A': 'zero'}, {'B': 'five'}, {'C': 'two'}, {'D': 'three'}]","[""'three'""]",['D'],Sidharth,[three],1,0,['three'],1,0
1143,non_numerical,cars_and_boats,Mateo saw a vehicle travelling in an ocean while visiting a beach.,Vehicles like car and bicycle run on the ground. Vehicle like boats run on water.,"{'question_text': 'What could be the vehicle?', 'options': [{'A': 'boat'}, {'B': 'car'}, {'C': 'truck'}, {'D': 'train'}], 'value_answer': ['boat'], 'option_answer': ['A'], 'other': {}}",What could be the vehicle?,"[{'A': 'boat'}, {'B': 'car'}, {'C': 'truck'}, {'D': 'train'}]","[""'boat'""]",['A'],Himanshu,[boat],1,0,['boat'],1,0
1507,non_numerical,repitiles_and_family,"William was playing on the floor, and saw an animal moving that have the skin covered with hard scales.","Reptiles like snakes, lizards are a group of air-breathing vertebrates that have internal fertilization, amniotic development, and epidermal scales covering part or all of their body.","{'question_text': 'What could be the animal?', 'options': [{'A': 'snake'}, {'B': 'lizard'}, {'C': 'dog'}, {'D': 'cat'}], 'value_answer': ['snake', 'lizard'], 'option_answer': ['A', 'B'], 'other': {}}",What could be the animal?,"[{'A': 'snake'}, {'B': 'lizard'}, {'C': 'dog'}, {'D': 'cat'}]","[""'snake'"", ""'lizard'""]","['A', 'B']",Sivapriya,"['snake', 'lizard']",2,2,"[""'snake'"", ""'lizard'""]",2,0
1062,implicit_numerical_knowledge,dice,Alexander and his brother bought 4 dice from the shop. They started painting all faces of dice with blue.,A dice has 6 faces,"{'question_text': 'How many faces Alexander could have painted?', 'options': [{'A': 20}, {'B': 34}, {'C': 26}, {'D': 16}], 'value_answer': [20, 16], 'option_answer': ['A', 'D'], 'other': {'given_value': 24, 'more_is_correct_flag': False, 'equal_is_correct_flag': True}}",How many faces Alexander could have painted?,"[{'A': 20}, {'B': 34}, {'C': 26}, {'D': 16}]","['20', '16']","['A', 'D']",Neeraj,"[20, 34]",2,1,"['20', '34']",2,0
305,attribute_comparison,frequency and wavelength,There are two waves that move with the same speeds and Oliver has to find the relationship between its frequency and wavelength. The wavelength of the wave more frequency is 73372 units.,"Given two waves with same velocity, a wave with higher frequency will have lower wavelength.","{'question_text': 'What could be the wavelength of the wave with lower frequency?', 'options': [{'A': 73500}, {'B': 73800}, {'C': 73100}, {'D': 73300}, {'E': 'None'}], 'value_answer': [73100, 73300], 'option_answer': ['C', 'D'], 'other': {'given_value': 73372, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the wavelength of the wave with lower frequency?,"[{'A': 73500}, {'B': 73800}, {'C': 73100}, {'D': 73300}, {'E': 'None'}]","['73100', '73300']","['C', 'D']",Himanshu,[73300],2,1,['73300'],1,-1
1044,implicit_numerical_knowledge,working_days,Isaac recently joined the ACB company and has been going to the office for less than 7 weeks on all days.,A week has 7 days,"{'question_text': 'How many days Isaac could have gone to the office?', 'options': [{'A': 51}, {'B': 49}, {'C': 48}, {'D': 46}, {'E': 'None'}], 'value_answer': [48, 46], 'option_answer': ['C', 'D'], 'other': {'given_value': 49, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",How many days Isaac could have gone to the office?,"[{'A': 51}, {'B': 49}, {'C': 48}, {'D': 46}, {'E': 'None'}]","['48', '46']","['C', 'D']",Neeraj,"[51, 49]",2,0,"['51', '49']",2,0
1133,non_numerical,ball_throw,Matthew a small boy was playing with a ball along with his friend on his terrace. He threw the ball towards his friend.,A human can throw a ball to a limited distance,"{'question_text': 'Till where can the ball reach?', 'options': [{'A': 'moon'}, {'B': 'sun'}, {'C': ""neighbor's home""}, {'D': 'another planet'}], 'value_answer': [""neighbor's home""], 'option_answer': ['C'], 'other': {}}",Till where can the ball reach?,"[{'A': 'moon'}, {'B': 'sun'}, {'C': ""neighbor's home""}, {'D': 'another planet'}]","['""neighbor\'s home""']",['C'],Neeraj,"['sun', ""neighbor's home""]",1,1,"[""'sun'"", '""neighbor\'s home""']",2,1
1350,non_numerical_sg,sport,Henry is a national level champion of national sport of USA,Baseball is the national sport of USA,"{'question_text': 'What could be the sport that he loves?', 'options': [{'A': 'Cricket'}, {'B': 'Volley Ball'}, {'C': 'Golf'}, {'D': 'Baseball'}], 'value_answer': ['Baseball'], 'option_answer': ['D'], 'other': {}}",What could be the sport that he loves?,"[{'A': 'Cricket'}, {'B': 'Volley Ball'}, {'C': 'Golf'}, {'D': 'Baseball'}]","[""'Baseball'""]",['D'],Sidharth,[D],1,1,['D'],1,0
1252,non_numerical,covid_and_mask,"With the increase in covid cases due to many new variants, Jesse has decided to take more precautions and use the best mask available.","High quality KN95, KF94, and N95 masks have the tightest fit and the best filtration to fight Covid. Cloth masks are also effective in filtering out small viral particles.","{'question_text': 'What could be the mask?', 'options': [{'A': 'N95'}, {'B': 'paper'}, {'C': 'flower'}, {'D': 'leaf'}], 'value_answer': ['N95'], 'option_answer': ['A'], 'other': {}}",What could be the mask?,"[{'A': 'N95'}, {'B': 'paper'}, {'C': 'flower'}, {'D': 'leaf'}]","[""'N95'""]",['A'],Yamini,N95,1,0,['N95'],1,0
1301,non_numerical_sg,closest,Alex was given a question in his science exam to write the planet which is nearest to the sun.,Mercury is the closest planet to the sun,"{'question_text': 'What could be the planet', 'options': [{'A': 'Earth'}, {'B': 'Venus'}, {'C': 'Mars'}, {'D': 'Uranus'}], 'value_answer': ['Venus'], 'option_answer': ['B'], 'other': {}}",What could be the planet,"[{'A': 'Earth'}, {'B': 'Venus'}, {'C': 'Mars'}, {'D': 'Uranus'}]","[""'Venus'""]",['B'],Sidharth,['Venus'],1,1,"[""'Venus'""]",1,0
506,attribute_comparison,compressibility_and_pressure,Christian is an employee at fire extinguisher manufacturing industry. Christian is asked to learn and observe how the compressibility factor changes at two different pressure of the gas of two identical gases to know how fairly large mass of a gas can be put in a small metal cylinder by compression. So Christian compared the compressibility factor and pressure of both the gases to understand the same. The compressibility factor of the gas with higher pressure is 36 units.,Compressibility factor is directly proportional to pressure at constant density and temperature of the gas.,"{'question_text': 'What could be the compressibility factor of the other gas?', 'options': [{'A': 36}, {'B': 35}, {'C': 37}, {'D': 32}], 'value_answer': [35, 32], 'option_answer': ['B', 'D'], 'other': {'given_value': 36, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the compressibility factor of the other gas?,"[{'A': 36}, {'B': 35}, {'C': 37}, {'D': 32}]","['35', '32']","['B', 'D']",Yamini,"[36, 35, 37]",2,1,"['36', '35', '37']",3,1
